Entry Point: 0x7FF6A8180000
GObjects: 0x7FF6AA555DC8
GNames: 0x7FF6AA555D80

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1F2FFBC2500
Class: FreeplayConfig_TA                                       - Instance: 0x1F3EB91F400
Class: FreeplaySessionManager_TA                               - Instance: 0x1F3EB91F000
Class: FreeToPlayConfig_TA                                     - Instance: 0x1F3EB91EC00
Class: GFxData_FriendRequestNotification_TA                    - Instance: 0x1F3EB91E800
Class: FXActor_BallPossession_TA                               - Instance: 0x1F3EB91E400
Class: FXActor_BallResetWarn_TA                                - Instance: 0x1F3EB91DC00
Class: FXActor_Car_Knockout_TA                                 - Instance: 0x1F3EB91D400
Class: FXActor_KeepUp_TA                                       - Instance: 0x1F3EB91D000
Class: FXActor_TrainingEditor_TA                               - Instance: 0x1F3EB8BBC00
Class: FXExplosionHandler_TA                                   - Instance: 0x1F3EB8BB800
Class: FXTrait_PreviewParticle_TA                              - Instance: 0x1F3EB8BB400
Class: TeamNameComponent_TA                                    - Instance: 0x1F3EB8BB000
Class: SeqEvent_StadiumTeamColorsChanged_TA                    - Instance: 0x1F3EB8BAC00
Class: ProductAttribute_ProductLink_TA                         - Instance: 0x1F3EB8BA400
Class: ProductAttribute_Masterpiece_TA                         - Instance: 0x1F3EB8BA000
Class: ProductAttribute_Level_TA                               - Instance: 0x1F3EB8B9C00
Class: ProductAttribute_EquippableSlot_TA                      - Instance: 0x1F3EB8B9800
Class: ProductAttribute_Expiration_TA                          - Instance: 0x1F3EB8B9400
Class: ProductAttribute_Rental_TA                              - Instance: 0x1F3EB8B9000
Class: ProductAttribute_Indestructible_TA                      - Instance: 0x1F3EB8B8C00
Class: ProductAttribute_BlueprintCost_TA                       - Instance: 0x1F3EB8B8800
Class: ProductAttribute_NoNotify_TA                            - Instance: 0x1F3EB8B8400
Class: GameEditor_Pawn_TA                                      - Instance: 0x1F3EB86FC00
Class: GameEditor_Trigger_TA                                   - Instance: 0x1F3EB86F800
Class: GameEditor_Ring_TA                                      - Instance: 0x1F3EB86F400
Class: GameEditor_Switch_TA                                    - Instance: 0x1F3EB86F000
Class: GameEvent_Football_TA                                   - Instance: 0x1F3EB86EC00
Class: GameEvent_FTE_TA                                        - Instance: 0x1F3EB86E800
Class: Save_TA                                                 - Instance: 0x1F3EB86E000
Class: SaveData_GameEditor_TA                                  - Instance: 0x1F3EB86E400
Class: IGetRoundNumber_TA                                      - Instance: 0x1F3EB86DC00
Class: GameEvent_GodBall_TA                                    - Instance: 0x1F3EB86D800
Class: StatFactory_KnockOut_TA                                 - Instance: 0x1F3EB86D000
Class: VehiclePickup_Item_TA                                   - Instance: 0x1F3EB86CC00
Class: PlayerStart_Platform_TA                                 - Instance: 0x1F3EB86C800
Class: GameEvent_Lobby_TA                                      - Instance: 0x1F3EB86C400
Class: GameEvent_PostGameLobby_TA                              - Instance: 0x1F3EB80BC00
Class: SimilarSeasonLogos_TA                                   - Instance: 0x1F3EB80B800
Class: GameEvent_Soccar_SubRules_Basketball_TA                 - Instance: 0x1F3EB80B400
Class: GameEvent_Soccar_SubRules_Items_TA                      - Instance: 0x1F3EB80B000
Class: PlayerItemDispenser_TA                                  - Instance: 0x1F3EB80AC00
Class: GameEvent_Territory_TA                                  - Instance: 0x1F3EB80A800
Class: GameEvent_Training_Goalie_TA                            - Instance: 0x1F3EB80A400
Class: GameEvent_Training_Aerial_TA                            - Instance: 0x1F3EB80A000
Class: GameEvent_Training_Striker_TA                           - Instance: 0x1F3EB809C00
Class: TutorialSave_TA                                         - Instance: 0x1F3EB809800
Class: UIStrings_TA                                            - Instance: 0x1F3EB809400
Class: TrainingEditorMirror_TA                                 - Instance: 0x1F3EB809000
Class: TrainingEditorManipulationConfig_TA                     - Instance: 0x1F3EB808C00
Class: TrainingEditorNavigationConfig_TA                       - Instance: 0x1F3EB808800
Class: SaveData_GameEditor_Training_TA                         - Instance: 0x1F3EB808400
Class: TrainingEditorMetrics_TA                                - Instance: 0x1F3EB79FC00
Class: TrainingEditorData_TA                                   - Instance: 0x1F3EB79F800
Class: TrainingPackProgress_TA                                 - Instance: 0x1F3EB79F400
Class: TrainingProgressSave_TA                                 - Instance: 0x1F3EB79F000
Class: IStartRound_TA                                          - Instance: 0x1F3EB79EC00
Class: IGetShotAttempt_TA                                      - Instance: 0x1F3EB79E800
Class: ProductAssetCache_TA                                    - Instance: 0x1F3EB79E400
Class: MapSelector_TA                                          - Instance: 0x1F3EB79E000
Class: GameInfo_Cinematic_TA                                   - Instance: 0x1F3EB79DC00
Class: PlayerController_Cinematic_TA                           - Instance: 0x1F3EB79D800
Class: GameInfo_CollisionTest_TA                               - Instance: 0x1F3EB79D400
Class: GameInfo_Entry_TA                                       - Instance: 0x1F3EB79D000
Class: LoadingScreen_TA                                        - Instance: 0x1F3EB79CC00
Class: GameInfo_Football_TA                                    - Instance: 0x1F3EB79C800
Class: GameInfo_FTE_TA                                         - Instance: 0x1F3EB79C400
Class: GameInfo_GameEditor_TA                                  - Instance: 0x1F3EB737C00
Class: MusicStingersPreviewer_TA                               - Instance: 0x1F3EB737800
Class: PostMatchCelebrationPreviewer_TA                        - Instance: 0x1F3EB737400
Class: GFxData_MenuSequence_TA                                 - Instance: 0x1F3EB737000
Class: GameInfo_GodBall_TA                                     - Instance: 0x1F3EB736C00
Class: GameInfo_HeatseekerTerritory_TA                         - Instance: 0x1F3EB736800
Class: GameInfo_Hockey_TA                                      - Instance: 0x1F3EB736400
Class: GameInfo_Hops_TA                                        - Instance: 0x1F3EB736000
Class: GameInfo_Items_TA                                       - Instance: 0x1F3EB735C00
Class: GameInfo_KeepUp_TA                                      - Instance: 0x1F3EB735800
Class: GameInfo_KnockOut_TA                                    - Instance: 0x1F3EB735400
Class: GameInfo_LTM_AprilFool_TA                               - Instance: 0x1F3EB735000
Class: GameInfo_LTM_BeachBall_TA                               - Instance: 0x1F3EB734C00
Class: GameInfo_LTM_BoomerBall_TA                              - Instance: 0x1F3EB734800
Class: GameInfo_LTM_Demolition_TA                              - Instance: 0x1F3EB734400
Class: GameInfo_LTM_DropshotRumble_TA                          - Instance: 0x1F3EB727C00
Class: GameInfo_LTM_Eggstra_TA                                 - Instance: 0x1F3EB727800
Class: GameInfo_LTM_GForce_TA                                  - Instance: 0x1F3EB727400
Class: GameInfo_LTM_Moonball_TA                                - Instance: 0x1F3EB727000
Class: GameInfo_LTM_Pinball_TA                                 - Instance: 0x1F3EB726C00
Class: GameInfo_LTM_SpeedDemon_TA                              - Instance: 0x1F3EB726800
Class: GameInfo_LTM_SpikeRush_TA                               - Instance: 0x1F3EB726400
Class: GameInfo_LTM_SuperCube_TA                               - Instance: 0x1F3EB726000
Class: GameInfo_MagnusFutball_TA                               - Instance: 0x1F3EB725C00
Class: GameInfo_PerfTest_TA                                    - Instance: 0x1F3EB725800
Class: GameInfo_Possession_TA                                  - Instance: 0x1F3EB725400
Class: PostProcessManager_TA                                   - Instance: 0x1F3EB725000
Class: GameInfo_Season_TA                                      - Instance: 0x1F3EB724C00
Class: GameInfo_SnowDayTerritory_TA                            - Instance: 0x1F3EB724800
Class: GameInfo_SpikeDrop_TA                                   - Instance: 0x1F3EB724400
Class: GameInfo_Territory_TA                                   - Instance: 0x1F3EB71BC00
Class: GameInfo_TrainingEditor_TA                              - Instance: 0x1F3EB71B800
Class: GameInfo_Transition_TA                                  - Instance: 0x1F3EB71B400
Class: GameInfo_Tutorial_TA                                    - Instance: 0x1F3EB71B000
Class: SeqEvent_TutorialHelper_TA                              - Instance: 0x1F3EB71AC00
Class: GameModesConfig_TA                                      - Instance: 0x1F3EB71A800
Class: GameMusicComponent_TA                                   - Instance: 0x1F3EB71A400
Class: GameSettingCategory_TA                                  - Instance: 0x1F3EB71A000
Class: TourServerInfo_TA                                       - Instance: 0x1F3EB719C00
Class: PlaylistSettings_TA                                     - Instance: 0x1F3EB719800
Class: OverlayInteractionEGS_TA                                - Instance: 0x1F3EB719400
Class: GarageArchiveSlot_TA                                    - Instance: 0x1F3EB719000
Class: ProductAttribute_Archived_TA                            - Instance: 0x1F3EB718800
Class: GarageFavoritedSlot_TA                                  - Instance: 0x1F3EB718400
Class: GarageSlotDropGroup_TA                                  - Instance: 0x1F3EB6D7C00
Class: GFxData_GarageSlotDropGroup_TA                          - Instance: 0x1F3EB6D7800
Class: GFxData_GenericNotification_TA                          - Instance: 0x1F3EB6D7400
Class: GetUploadUrlsMatch_TA                                   - Instance: 0x1F3EB6D7000
Class: GetUploadUrlsPlayer_TA                                  - Instance: 0x1F3EB6D6C00
Class: GFxData_AdHoc_TA                                        - Instance: 0x1F3EB6D6800
Class: GFxData_AutoTour_CompletedResults_TA                    - Instance: 0x1F3EB6D6400
Class: RPC_AutoTour_GetCompletedResult_TA                      - Instance: 0x1F3EB6D6000
Class: PsyNetService_AutoTourCompletedResultReceived_TA        - Instance: 0x1F3EB6D5C00
Class: GFxData_AutoTour_TA                                     - Instance: 0x1F3EB6D5800
